enemy_marines,predictor_marines,reward,enemy_minerals,enemy_gas,enemy_workers,enemy_military_units,enemy_buildings,enemy_attack_time,enemy_strategy,enemy_damage_inflicted,enemy_opponent_resources,enemy_result
4,1,1,50,0,12,0,1,[8192],defense,0,0,1
3,7,-1,50,0,12,0,1,[9216],defense,551,0,0
5,2,1,50,0,12,0,1,[8192],defense,75,0,1
8,10,-1,50,0,12,0,1,[13312],attack,348,0,0
9,2,1,50,0,12,0,1,[14336],attack,8,0,1
9,8,1,50,0,12,0,1,[13312],attack,122,0,1
2,10,-1,50,0,12,0,1,[7168],defense,286,0,0
1,7,-1,50,0,12,0,1,[5120],defense,1462,0,0
3,7,1,50,0,12,0,1,[8192],defense,0,0,1
4,9,-1,50,0,12,0,1,[7168],defense,670,0,0
8,4,1,50,0,12,0,1,[11264],attack,34,0,1
1,7,-1,50,0,12,0,1,[5120],defense,403,0,0
8,5,1,50,0,12,0,1,[14336],attack,0,0,1
2,5,-1,50,0,12,0,1,[6144],defense,2364,0,0
2,3,-1,50,0,12,0,1,[6144],defense,1645,0,0
5,5,1,50,0,12,0,1,[9216],defense,86,0,1
3,3,-1,50,0,12,0,1,[7168],defense,1575,0,0
10,5,1,50,0,12,0,1,[14336],attack,26,0,1
5,6,-1,50,0,12,0,1,[8192],defense,639,0,0
7,10,-1,50,0,12,0,1,[13312],defense,92,0,0
9,10,-1,50,0,12,0,1,[8192],defense,234,0,0
9,10,1,50,0,12,0,1,[13312],attack,34,0,1
3,3,-1,50,0,12,0,1,[10240],attack,1666,0,0
3,7,-1,50,0,12,0,1,[7168],defense,1886,0,0
2,9,-1,50,0,12,0,1,[7168],defense,0,0,0
9,4,-1,50,0,12,0,1,[10240],attack,1273,0,0
2,9,-1,50,0,12,0,1,[7168],defense,291,0,0
8,10,-1,50,0,12,0,1,[12288],attack,241,0,0
3,1,1,50,0,12,0,1,[8192],defense,38,0,1
3,3,1,50,0,12,0,1,[5120],defense,0,0,1
3,8,-1,50,0,12,0,1,[7168],defense,1354,0,0
9,4,1,50,0,12,0,1,[12288],attack,31,0,1
4,7,-1,50,0,12,0,1,[7168],defense,318,0,0
5,2,1,50,0,12,0,1,[9216],defense,62,0,1
10,5,1,50,0,12,0,1,[14336],attack,4,0,1
3,5,-1,50,0,12,0,1,[8192],defense,1472,0,0
3,2,1,50,0,12,0,1,[9216],defense,0,0,1
2,4,-1,50,0,12,0,1,[5120],defense,1111,0,0
4,1,1,50,0,12,0,1,[8192],defense,20,0,1
6,3,1,50,0,12,0,1,[14336],attack,0,0,1
9,5,1,50,0,12,0,1,[9216],attack,7,0,1
4,10,1,50,0,12,0,1,[5120],defense,252,0,0
2,5,-1,50,0,12,0,1,[7168],defense,882,0,0
3,5,-1,50,0,12,0,1,[6144],defense,1812,0,0
3,5,-1,50,0,12,0,1,[7168],defense,1207,0,0
8,5,-1,50,0,12,0,1,[9216],attack,139,0,0
8,9,-1,50,0,12,0,1,[12288],attack,0,0,0
3,8,-1,50,0,12,0,1,[7168],defense,300,0,0
2,8,-1,50,0,12,0,1,[6144],defense,1206,0,0
9,3,1,50,0,12,0,1,[14336],attack,0,0,1
3,6,-1,50,0,12,0,1,[7168],defense,1533,0,0
5,6,-1,50,0,12,0,1,[7168],defense,569,0,0
9,3,1,50,0,12,0,1,[14336],attack,732,0,1
2,6,-1,50,0,12,0,1,[6144],defense,1620,0,0
1,10,-1,50,0,12,0,1,[5120],defense,461,0,0
3,8,-1,50,0,12,0,1,[7168],defense,332,0,0
4,3,-1,50,0,12,0,1,[7168],defense,72,0,0
7,7,1,50,0,12,0,1,[11264],attack,1406,0,0
7,10,-1,50,0,12,0,1,[11264],defense,266,0,0
4,1,1,50,0,12,0,1,[10240],attack,0,0,1
1,6,-1,50,0,12,0,1,[5120],defense,1970,0,0
7,10,-1,50,0,12,0,1,[12288],attack,322,0,0
5,2,1,50,0,12,0,1,[9216],attack,0,0,1
3,7,-1,50,0,12,0,1,[11264],attack,1411,0,0
8,4,1,50,0,12,0,1,[13312],attack,25,0,1
8,1,1,50,0,12,0,1,[11264],attack,0,0,1
2,7,-1,50,0,12,0,1,[6144],defense,2211,0,0
4,5,1,50,0,12,0,1,[9216],defense,0,0,1
9,5,1,50,0,12,0,1,[14336],attack,0,0,1
7,10,-1,50,0,12,0,1,[12288],attack,794,0,0
3,7,-1,50,0,12,0,1,[6144],defense,125,0,0
1,7,-1,50,0,12,0,1,[6144],defense,619,0,0
4,7,-1,50,0,12,0,1,[8192],defense,1190,0,0
3,9,-1,50,0,12,0,1,[7168],defense,172,0,0
7,3,1,50,0,12,0,1,[12288],attack,86,0,1
5,10,1,50,0,12,0,1,[9216],defense,146,0,1
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
2,10,-1,50,0,12,0,1,[5120],defense,397,0,0
8,1,1,50,0,12,0,1,[10240],attack,0,0,1
1,6,-1,50,0,12,0,1,[7168],defense,572,0,0
7,7,-1,50,0,12,0,1,[10240],attack,724,0,0
8,5,1,50,0,12,0,1,[14336],attack,60,0,1
7,1,1,50,0,12,0,1,[9216],defense,4,0,1
8,4,1,50,0,12,0,1,[11264],attack,0,0,1
9,1,1,50,0,12,0,1,[12288],attack,0,0,1
9,4,1,50,0,12,0,1,[12288],attack,15,0,1
6,5,1,50,0,12,0,1,[14336],defense,0,0,1
3,3,1,50,0,12,0,1,[9216],defense,130,0,1
9,1,1,50,0,12,0,1,[10240],attack,65,0,1
7,4,1,50,0,12,0,1,[12288],attack,5,0,1
8,8,1,50,0,12,0,1,[14336],attack,4,0,1
3,10,-1,50,0,12,0,1,[8192],defense,302,0,0
9,5,1,50,0,12,0,1,[14336],attack,0,0,1
1,7,-1,50,0,12,0,1,[6144],defense,1448,0,0
5,7,1,50,0,12,0,1,[9216],defense,0,0,1
4,8,1,50,0,12,0,1,[7168],defense,158,0,1
3,5,-1,50,0,12,0,1,[7168],defense,122,0,0
8,8,1,50,0,12,0,1,[11264],attack,0,0,1
9,7,-1,50,0,12,0,1,[10240],attack,1843,0,0
3,4,-1,50,0,12,0,1,[9216],defense,2078,0,0
8,7,1,50,0,12,0,1,[11264],attack,8,0,1
8,10,-1,50,0,12,0,1,[12288],attack,180,0,0
9,7,1,50,0,12,0,1,[10240],attack,146,0,1
8,8,1,50,0,12,0,1,[13312],defense,129,0,1
3,8,-1,50,0,12,0,1,[7168],defense,177,0,0
4,7,-1,50,0,12,0,1,[10240],defense,0,0,0
2,3,-1,50,0,12,0,1,[8192],defense,862,0,0
7,9,1,50,0,12,0,1,[12288],attack,68,0,1
8,2,1,50,0,12,0,1,[13312],attack,0,0,1
5,5,1,50,0,12,0,1,[9216],defense,106,0,1
1,7,-1,50,0,12,0,1,[5120],defense,479,0,0
4,7,-1,50,0,12,0,1,[10240],defense,1124,0,0
7,8,-1,50,0,12,0,1,[11264],attack,1059,0,0
4,3,-1,50,0,12,0,1,[7168],defense,121,0,1
1,8,-1,50,0,12,0,1,[5120],defense,356,0,0
8,2,1,50,0,12,0,1,[12288],attack,40,0,1
4,3,-1,50,0,12,0,1,[10240],defense,1375,0,0
4,10,-1,50,0,12,0,1,[9216],defense,225,0,0
3,5,-1,50,0,12,0,1,[7168],defense,1288,0,0
3,9,-1,50,0,12,0,1,[7168],defense,362,0,0
8,9,-1,50,0,12,0,1,[12288],attack,752,0,0
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
3,10,-1,50,0,12,0,1,[8192],defense,457,0,0
1,3,-1,50,0,12,0,1,[5120],defense,522,0,0
1,4,-1,50,0,12,0,1,[5120],defense,1920,0,0
5,1,1,50,0,12,0,1,[9216],defense,0,0,1
5,5,1,50,0,12,0,1,[9216],defense,52,0,1
5,7,-1,50,0,12,0,1,[10240],attack,1140,0,0
2,5,-1,50,0,12,0,1,[5120],defense,1314,0,0
3,5,1,50,0,12,0,1,[5120],defense,29,0,1
4,3,-1,50,0,12,0,1,[6144],defense,325,0,0
9,8,1,50,0,12,0,1,[14336],attack,94,0,1
3,6,-1,50,0,12,0,1,[7168],defense,1093,0,0
4,5,1,50,0,12,0,1,[8192],defense,947,0,1
2,7,-1,50,0,12,0,1,[5120],defense,1232,0,0
7,10,-1,50,0,12,0,1,[12288],attack,1807,0,0
9,1,1,50,0,12,0,1,[13312],attack,13,0,1
3,7,1,50,0,12,0,1,[8192],defense,95,0,1
5,5,1,50,0,12,0,1,[9216],defense,0,0,1
3,6,-1,50,0,12,0,1,[7168],defense,2269,0,0
8,7,-1,50,0,12,0,1,[10240],attack,209,0,0
8,8,1,50,0,12,0,1,[12288],attack,0,0,1
3,7,-1,50,0,12,0,1,[11264],defense,118,0,0
2,2,-1,50,0,12,0,1,[7168],defense,247,0,0
8,8,-1,50,0,12,0,1,[13312],attack,147,0,0
9,5,1,50,0,12,0,1,[13312],attack,0,0,1
3,8,-1,50,0,12,0,1,[7168],defense,1048,0,0
9,3,1,50,0,12,0,1,[9216],defense,0,0,1
9,8,1,50,0,12,0,1,[9216],attack,104,0,1
4,5,-1,50,0,12,0,1,[7168],defense,268,0,0
2,9,-1,50,0,12,0,1,[7168],defense,1821,0,0
8,3,1,50,0,12,0,1,[12288],attack,417,0,1
8,5,1,50,0,12,0,1,[13312],attack,0,0,1
9,3,1,50,0,12,0,1,[14336],attack,0,0,1
4,7,-1,50,0,12,0,1,[10240],defense,884,0,0
1,8,-1,50,0,12,0,1,[7168],defense,282,0,0
9,1,1,50,0,12,0,1,[13312],attack,100,0,1
8,2,1,50,0,12,0,1,[10240],attack,0,0,1
4,1,1,50,0,12,0,1,[8192],defense,0,0,1
9,7,-1,50,0,12,0,1,[11264],attack,1275,0,0
4,5,-1,50,0,12,0,1,[7168],defense,1203,0,0
2,7,-1,50,0,12,0,1,[6144],defense,242,0,0
4,10,-1,50,0,12,0,1,[7168],defense,194,0,0
1,7,-1,50,0,12,0,1,[9216],defense,85,0,0
2,10,-1,50,0,12,0,1,[5120],defense,1773,0,0
6,2,1,50,0,12,0,1,[9216],defense,0,0,1
5,1,1,50,0,12,0,1,[8192],defense,0,0,1
8,8,1,50,0,12,0,1,[13312],attack,0,0,1
1,7,-1,50,0,12,0,1,[9216],defense,471,0,0
8,5,1,50,0,12,0,1,[13312],attack,78,0,1
10,5,1,50,0,12,0,1,[14336],attack,0,0,1
1,7,-1,50,0,12,0,1,[6144],defense,1982,0,0
5,1,1,50,0,12,0,1,[8192],defense,0,0,1
4,2,1,50,0,12,0,1,[12288],attack,104,0,1
8,1,1,50,0,12,0,1,[14336],defense,0,0,1
8,2,1,50,0,12,0,1,[12288],attack,8,0,1
4,3,1,50,0,12,0,1,[9216],defense,45,0,1
9,1,1,50,0,12,0,1,[10240],attack,0,0,1
8,9,1,50,0,12,0,1,[11264],attack,25,0,1
2,6,-1,50,0,12,0,1,[7168],defense,1053,0,0
3,1,1,50,0,12,0,1,[8192],attack,76,0,1
2,5,-1,50,0,12,0,1,[6144],defense,1615,0,0
4,6,-1,50,0,12,0,1,[7168],defense,485,0,0
4,9,1,50,0,12,0,1,[13312],attack,102,0,0
3,6,-1,50,0,12,0,1,[6144],defense,1791,0,0
8,4,1,50,0,12,0,1,[14336],attack,142,0,1
10,5,1,50,0,12,0,1,[14336],attack,0,0,1
9,8,1,50,0,12,0,1,[10240],attack,246,0,0
8,9,1,50,0,12,0,1,[13312],attack,2,0,1
8,2,1,50,0,12,0,1,[12288],attack,6,0,1
3,2,1,50,0,12,0,1,[8192],defense,761,0,0
8,8,-1,50,0,12,0,1,[13312],attack,306,0,1
4,6,-1,50,0,12,0,1,[7168],defense,728,0,0
10,5,1,50,0,12,0,1,[9216],attack,0,0,1
7,10,-1,50,0,12,0,1,[12288],attack,514,0,0
6,10,-1,50,0,12,0,1,[11264],attack,1176,0,0
5,7,-1,50,0,12,0,1,[11264],attack,128,0,0
8,7,-1,50,0,12,0,1,[13312],attack,797,0,0
9,3,1,50,0,12,0,1,[14336],attack,0,0,1
3,1,1,50,0,12,0,1,[8192],defense,0,0,1
9,1,1,50,0,12,0,1,[11264],attack,84,0,1
9,2,1,50,0,12,0,1,[11264],attack,0,0,1
9,10,-1,50,0,12,0,1,[12288],attack,131,0,0
2,9,-1,50,0,12,0,1,[10240],attack,35,0,0
2,7,-1,50,0,12,0,1,[6144],defense,1871,0,0
3,10,-1,50,0,12,0,1,[6144],attack,1289,0,0
4,5,1,50,0,12,0,1,[7168],defense,0,0,1
4,1,1,50,0,12,0,1,[9216],defense,185,0,1
4,5,1,50,0,12,0,1,[8192],defense,135,0,1
2,2,-1,50,0,12,0,1,[8192],defense,1363,0,0
8,3,1,50,0,12,0,1,[10240],attack,6,0,1
6,10,-1,50,0,12,0,1,[12288],attack,0,0,0
5,3,1,50,0,12,0,1,[9216],defense,0,0,1
3,6,-1,50,0,12,0,1,[8192],defense,433,0,0
4,9,-1,50,0,12,0,1,[7168],defense,969,0,0
9,8,1,50,0,12,0,1,[13312],attack,58,0,1
4,9,-1,50,0,12,0,1,[10240],attack,956,0,0
4,9,-1,50,0,12,0,1,[7168],defense,57,0,0
1,7,-1,50,0,12,0,1,[6144],defense,1182,0,0
5,10,-1,50,0,12,0,1,[9216],defense,591,0,0
4,7,-1,50,0,12,0,1,[8192],defense,1490,0,0
2,1,1,50,0,12,0,1,[5120],defense,0,0,1
9,9,-1,50,0,12,0,1,[10240],attack,1485,0,0
8,7,1,50,0,12,0,1,[12288],attack,0,0,1
9,10,-1,50,0,12,0,1,[12288],attack,167,0,0
8,7,-1,50,0,12,0,1,[9216],attack,1907,0,0
1,5,-1,50,0,12,0,1,[5120],defense,230,0,0
4,4,-1,50,0,12,0,1,[6144],defense,684,0,0
3,9,-1,50,0,12,0,1,[7168],defense,0,0,0
10,5,1,50,0,12,0,1,[14336],attack,0,0,1
4,8,-1,50,0,12,0,1,[8192],defense,222,0,0
1,9,-1,50,0,12,0,1,[7168],defense,1607,0,0
3,5,-1,50,0,12,0,1,[5120],defense,1838,0,0
8,4,-1,50,0,12,0,1,[14336],attack,82,0,0
8,2,1,50,0,12,0,1,[12288],attack,70,0,1
2,10,-1,50,0,12,0,1,[8192],defense,209,0,0
7,4,1,50,0,12,0,1,[13312],attack,75,0,1
4,6,-1,50,0,12,0,1,[7168],defense,66,0,1
8,8,1,50,0,12,0,1,[13312],attack,28,0,1
3,4,-1,50,0,12,0,1,[12288],defense,162,0,1
8,2,1,50,0,12,0,1,[12288],attack,121,0,1
7,10,-1,50,0,12,0,1,[12288],attack,143,0,0
3,6,-1,50,0,12,0,1,[7168],defense,1051,0,0
9,1,1,50,0,12,0,1,[13312],attack,136,0,1
9,4,1,50,0,12,0,1,[13312],attack,155,0,1
3,9,-1,50,0,12,0,1,[7168],defense,214,0,0
4,3,1,50,0,12,0,1,[9216],defense,0,0,1
1,7,-1,50,0,12,0,1,[7168],defense,1256,0,0
9,4,1,50,0,12,0,1,[12288],attack,0,0,1
8,5,1,50,0,12,0,1,[11264],attack,806,0,0
8,2,1,50,0,12,0,1,[13312],attack,61,0,1
9,3,1,50,0,12,0,1,[14336],attack,37,0,1
2,7,-1,50,0,12,0,1,[10240],attack,983,0,0
2,10,-1,50,0,12,0,1,[6144],defense,1945,0,0
3,4,-1,50,0,12,0,1,[7168],defense,820,0,0
8,8,1,50,0,12,0,1,[12288],attack,31,0,1
4,2,-1,50,0,12,0,1,[8192],defense,516,0,0
9,8,1,50,0,12,0,1,[13312],attack,26,0,1
6,7,1,50,0,12,0,1,[11264],attack,0,0,0
9,8,1,50,0,12,0,1,[13312],attack,30,0,1
4,5,1,50,0,12,0,1,[8192],defense,1147,0,1
8,7,1,50,0,12,0,1,[11264],attack,0,0,1
9,8,1,50,0,12,0,1,[13312],attack,61,0,1
9,5,1,50,0,12,0,1,[14336],attack,29,0,1
4,6,-1,50,0,12,0,1,[7168],defense,761,0,0
3,9,-1,50,0,12,0,1,[6144],defense,132,0,0
2,7,-1,50,0,12,0,1,[10240],attack,2300,0,0
8,7,-1,50,0,12,0,1,[10240],attack,1996,0,0
4,6,-1,50,0,12,0,1,[10240],defense,791,0,0
5,9,-1,50,0,12,0,1,[7168],defense,109,0,0
3,9,-1,50,0,12,0,1,[8192],defense,1044,0,0
2,4,-1,50,0,12,0,1,[5120],defense,1344,0,0
8,7,1,50,0,12,0,1,[14336],attack,101,0,1
3,10,1,50,0,12,0,1,[8192],defense,156,0,0
1,5,-1,50,0,12,0,1,[5120],defense,194,0,0
7,8,1,50,0,12,0,1,[12288],attack,25,0,1
4,5,-1,50,0,12,0,1,[9216],defense,1248,0,0
2,5,-1,50,0,12,0,1,[5120],defense,757,0,0
7,7,1,50,0,12,0,1,[11264],attack,89,0,1
4,10,-1,50,0,12,0,1,[6144],defense,313,0,0
9,5,1,50,0,12,0,1,[14336],attack,0,0,1
1,5,-1,50,0,12,0,1,[5120],defense,1012,0,0
4,9,-1,50,0,12,0,1,[9216],defense,110,0,0
5,5,1,50,0,12,0,1,[9216],defense,13,0,1
2,9,-1,50,0,12,0,1,[7168],defense,90,0,0
9,1,1,50,0,12,0,1,[11264],attack,0,0,1
8,3,1,50,0,12,0,1,[14336],attack,0,0,1
8,7,-1,50,0,12,0,1,[11264],defense,105,0,0
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
7,10,-1,50,0,12,0,1,[12288],attack,159,0,0
4,3,-1,50,0,12,0,1,[9216],defense,360,0,0
7,7,-1,50,0,12,0,1,[12288],attack,66,0,0
9,4,1,50,0,12,0,1,[12288],attack,1302,0,1
8,1,1,50,0,12,0,1,[11264],attack,0,0,1
7,4,1,50,0,12,0,1,[11264],attack,19,0,1
3,6,-1,50,0,12,0,1,[5120],defense,780,0,0
8,4,1,50,0,12,0,1,[11264],attack,0,0,1
9,8,-1,50,0,12,0,1,[13312],attack,1214,0,0
8,5,1,50,0,12,0,1,[12288],attack,445,0,1
7,7,-1,50,0,12,0,1,[8192],defense,1796,0,0
7,10,-1,50,0,12,0,1,[8192],attack,1998,0,0
4,6,-1,50,0,12,0,1,[9216],defense,1146,0,0
3,7,-1,50,0,12,0,1,[6144],defense,445,0,0
8,10,1,50,0,12,0,1,[13312],attack,22,0,1
7,10,-1,50,0,12,0,1,[6144],defense,169,0,0
4,6,-1,50,0,12,0,1,[7168],defense,1651,0,0
9,8,1,50,0,12,0,1,[13312],attack,89,0,1
4,6,1,50,0,12,0,1,[7168],defense,47,0,1
9,8,-1,50,0,12,0,1,[13312],attack,9,0,0
5,1,1,50,0,12,0,1,[8192],defense,0,0,1
7,7,1,50,0,12,0,1,[11264],attack,8,0,1
2,5,-1,50,0,12,0,1,[7168],defense,1730,0,0
6,4,1,50,0,12,0,1,[9216],defense,0,0,1
2,5,-1,50,0,12,0,1,[7168],defense,1789,0,0
9,3,1,50,0,12,0,1,[14336],attack,0,0,1
1,4,-1,50,0,12,0,1,[5120],defense,76,0,0
3,4,-1,50,0,12,0,1,[8192],defense,2445,0,0
9,2,-1,50,0,12,0,1,[12288],attack,104,0,1
4,1,1,50,0,12,0,1,[9216],defense,0,0,1
8,3,1,50,0,12,0,1,[13312],attack,113,0,1
4,7,-1,50,0,12,0,1,[6144],defense,179,0,0
8,2,1,50,0,12,0,1,[10240],attack,49,0,1
2,9,-1,50,0,12,0,1,[7168],defense,200,0,0
10,4,1,50,0,12,0,1,[14336],attack,0,0,1
9,5,1,50,0,12,0,1,[14336],attack,0,0,1
8,8,1,50,0,12,0,1,[12288],attack,25,0,1
9,8,1,50,0,12,0,1,[14336],attack,127,0,1
9,3,1,50,0,12,0,1,[14336],attack,49,0,1
3,3,-1,50,0,12,0,1,[6144],defense,1308,0,0
1,10,-1,50,0,12,0,1,[5120],defense,322,0,0
9,8,1,50,0,12,0,1,[14336],attack,0,0,1
6,5,1,50,0,12,0,1,[9216],defense,23,0,1
1,7,-1,50,0,12,0,1,[5120],defense,1517,0,0
6,5,1,50,0,12,0,1,[9216],defense,0,0,1
9,2,1,50,0,12,0,1,[12288],attack,15,0,1
9,2,1,50,0,12,0,1,[14336],attack,6,0,1
1,7,-1,50,0,12,0,1,[5120],defense,335,0,0
10,4,1,50,0,12,0,1,[14336],attack,60,0,1
4,5,1,50,0,12,0,1,[8192],defense,148,0,1
8,10,1,50,0,12,0,1,[12288],attack,108,0,1
4,1,1,50,0,12,0,1,[8192],defense,0,0,1
8,10,-1,50,0,12,0,1,[12288],attack,119,0,0
9,10,-1,50,0,12,0,1,[11264],attack,77,0,0
10,1,1,50,0,12,0,1,[14336],attack,0,0,1
4,6,-1,50,0,12,0,1,[7168],defense,1874,0,0
8,5,1,50,0,12,0,1,[12288],attack,0,0,1
9,3,1,50,0,12,0,1,[14336],attack,0,0,1
10,3,1,50,0,12,0,1,[14336],attack,52,0,1
8,9,-1,50,0,12,0,1,[13312],attack,145,0,0
1,4,-1,50,0,12,0,1,[5120],defense,1759,0,0
8,10,-1,50,0,12,0,1,[12288],attack,1472,0,0
2,9,-1,50,0,12,0,1,[5120],defense,65,0,0
9,3,1,50,0,12,0,1,[10240],attack,56,0,1
2,6,-1,50,0,12,0,1,[5120],defense,1682,0,0
2,6,-1,50,0,12,0,1,[5120],defense,118,0,0
8,2,1,50,0,12,0,1,[10240],attack,68,0,1
7,4,1,50,0,12,0,1,[10240],attack,523,0,0
4,9,-1,50,0,12,0,1,[7168],defense,180,0,0
9,5,1,50,0,12,0,1,[14336],attack,0,0,1
8,1,1,50,0,12,0,1,[14336],attack,0,0,1
8,10,1,50,0,12,0,1,[9216],attack,52,0,1
3,2,1,50,0,12,0,1,[8192],defense,0,0,1
9,5,1,50,0,12,0,1,[14336],attack,0,0,1
3,6,-1,50,0,12,0,1,[5120],defense,464,0,0
10,5,1,50,0,12,0,1,[14336],attack,30,0,1
8,4,1,50,0,12,0,1,[13312],attack,0,0,1
8,7,1,50,0,12,0,1,[10240],attack,16,0,1
8,4,1,50,0,12,0,1,[13312],attack,41,0,1
2,5,-1,50,0,12,0,1,[5120],defense,1502,0,0
8,8,-1,50,0,12,0,1,[10240],attack,140,0,0
9,4,1,50,0,12,0,1,[14336],attack,142,0,1
2,5,-1,50,0,12,0,1,[8192],defense,96,0,0
3,4,-1,50,0,12,0,1,[10240],attack,449,0,0
4,6,-1,50,0,12,0,1,[8192],defense,916,0,0
4,10,-1,50,0,12,0,1,[8192],defense,359,0,0
4,3,1,50,0,12,0,1,[6144],defense,87,0,1
9,9,-1,50,0,12,0,1,[7168],attack,113,0,0
3,10,-1,50,0,12,0,1,[9216],defense,374,0,0
3,9,-1,50,0,12,0,1,[5120],defense,90,0,0
8,1,1,50,0,12,0,1,[13312],attack,3,0,1
4,6,-1,50,0,12,0,1,[7168],defense,361,0,0
9,2,1,50,0,12,0,1,[13312],attack,37,0,1
9,3,1,50,0,12,0,1,[14336],attack,0,0,1
4,9,-1,50,0,12,0,1,[7168],defense,162,0,0
3,10,-1,50,0,12,0,1,[7168],defense,242,0,0
8,7,1,50,0,12,0,1,[10240],attack,22,0,1
7,10,-1,50,0,12,0,1,[12288],attack,798,0,0
7,10,-1,50,0,12,0,1,[11264],attack,1604,0,0
5,2,1,50,0,12,0,1,[8192],defense,101,0,1
5,1,1,50,0,12,0,1,[8192],defense,0,0,1
8,8,1,50,0,12,0,1,[12288],attack,0,0,1
4,9,-1,50,0,12,0,1,[7168],defense,105,0,0
7,8,1,50,0,12,0,1,[13312],attack,0,0,1
8,10,-1,50,0,12,0,1,[12288],attack,1457,0,0
4,6,-1,50,0,12,0,1,[8192],defense,1594,0,0
1,7,-1,50,0,12,0,1,[5120],defense,525,0,0
9,3,1,50,0,12,0,1,[14336],attack,1152,0,1
3,7,-1,50,0,12,0,1,[10240],defense,659,0,0
9,9,1,50,0,12,0,1,[13312],attack,4,0,1
5,7,1,50,0,12,0,1,[11264],attack,25,0,1
4,5,-1,50,0,12,0,1,[8192],defense,854,0,0
2,8,-1,50,0,12,0,1,[7168],defense,217,0,0
2,7,-1,50,0,12,0,1,[6144],defense,901,0,0
10,5,1,50,0,12,0,1,[14336],attack,1,0,1
7,9,-1,50,0,12,0,1,[12288],attack,0,0,1
2,4,-1,50,0,12,0,1,[5120],defense,1726,0,0
4,5,-1,50,0,12,0,1,[6144],defense,1279,0,0
8,10,1,50,0,12,0,1,[12288],attack,0,0,0
4,10,-1,50,0,12,0,1,[8192],defense,318,0,0
3,4,-1,50,0,12,0,1,[8192],defense,1363,0,0
4,6,1,50,0,12,0,1,[8192],defense,65,0,1
5,10,-1,50,0,12,0,1,[8192],defense,261,0,0
8,10,-1,50,0,12,0,1,[12288],attack,175,0,1
9,4,-1,50,0,12,0,1,[12288],attack,997,0,0
2,9,-1,50,0,12,0,1,[6144],defense,1402,0,0
4,2,-1,50,0,12,0,1,[9216],defense,1220,0,1
3,7,-1,50,0,12,0,1,[9216],defense,248,0,0
10,2,1,50,0,12,0,1,[9216],attack,0,0,1
7,8,1,50,0,12,0,1,[12288],attack,125,0,1
8,3,1,50,0,12,0,1,[10240],attack,864,0,1
3,5,-1,50,0,12,0,1,[6144],defense,1264,0,0
4,5,1,50,0,12,0,1,[9216],defense,0,0,1
8,8,1,50,0,12,0,1,[13312],attack,0,0,1
9,3,1,50,0,12,0,1,[14336],attack,42,0,1
9,1,1,50,0,12,0,1,[10240],attack,0,0,1
4,6,-1,50,0,12,0,1,[7168],attack,455,0,0
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
2,10,-1,50,0,12,0,1,[5120],defense,285,0,0
9,4,1,50,0,12,0,1,[14336],attack,23,0,1
3,4,-1,50,0,12,0,1,[5120],defense,1322,0,0
5,2,1,50,0,12,0,1,[9216],defense,21,0,1
7,2,1,50,0,12,0,1,[12288],attack,55,0,1
3,1,1,50,0,12,0,1,[10240],attack,161,0,1
3,6,-1,50,0,12,0,1,[10240],attack,371,0,0
3,9,-1,50,0,12,0,1,[7168],defense,7,0,0
3,10,-1,50,0,12,0,1,[5120],defense,178,0,0
9,9,-1,50,0,12,0,1,[12288],attack,330,0,0
4,8,1,50,0,12,0,1,[8192],defense,245,0,0
8,9,1,50,0,12,0,1,[12288],attack,0,0,1
4,7,-1,50,0,12,0,1,[10240],attack,793,0,0
9,7,-1,50,0,12,0,1,[10240],attack,949,0,0
9,10,1,50,0,12,0,1,[12288],attack,168,0,1
3,4,-1,50,0,12,0,1,[8192],defense,317,0,0
9,2,1,50,0,12,0,1,[12288],attack,19,0,1
4,10,-1,50,0,12,0,1,[8192],defense,363,0,0
9,2,1,50,0,12,0,1,[14336],attack,90,0,1
3,10,-1,50,0,12,0,1,[9216],defense,361,0,0
4,9,-1,50,0,12,0,1,[7168],defense,254,0,0
9,8,-1,50,0,12,0,1,[12288],attack,337,0,0
3,2,-1,50,0,12,0,1,[9216],defense,230,0,0
8,2,1,50,0,12,0,1,[13312],attack,0,0,1
9,1,1,50,0,12,0,1,[10240],attack,0,0,1
3,2,-1,50,0,12,0,1,[12288],attack,213,0,1
4,5,1,50,0,12,0,1,[13312],defense,24,0,1
3,1,1,50,0,12,0,1,[9216],defense,34,0,1
5,5,-1,50,0,12,0,1,[9216],defense,205,0,1
2,1,1,50,0,12,0,1,[11264],defense,108,0,1
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
3,7,-1,50,0,12,0,1,[6144],defense,1738,0,0
9,5,1,50,0,12,0,1,[14336],attack,0,0,1
8,8,1,50,0,12,0,1,[13312],attack,244,0,1
4,10,-1,50,0,12,0,1,[8192],defense,380,0,0
9,4,1,50,0,12,0,1,[14336],attack,92,0,1
3,7,-1,50,0,12,0,1,[6144],defense,75,0,0
8,10,-1,50,0,12,0,1,[12288],attack,30,0,0
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
10,3,1,50,0,12,0,1,[14336],attack,41,0,1
